index,costs
1,60
2,66
3,62
4,62
5,66
6,62
7,62
8,78
9,70
10,66
11,72
12,66
13,66
14,70
15,60
16,62
17,64
18,78
19,66
20,80
21,62
22,70
23,64
24,64
25,64
